01-21-2019,AMD,Monty 😊 #birminghamdonkeysanctuary #donkeysanctuary #donkey #donkeys https://t.co/TyPLhTQeXk,417,Mon Jan 21 17:51:34 +0000 2019,{'amd'}
01-21-2019,AMD,I added a video to a @YouTube playlist https://t.co/zeGUbOrFMt Tech news January 10th 2018 AMD Radeon VII Nvidia Microsoft AI and more,111,Mon Jan 21 17:52:30 +0000 2019,{'amd'}
01-21-2019,AMD,"Tomorrow...

If Modi amd Shah are re-elected, there'll be no elections, no democracy.

Yesterday...

I stopped Amit Shah's plane from landing in Malda to prevent him from holding a public meeting !",142,Mon Jan 21 17:53:35 +0000 2019,{'amd'}
01-21-2019,AMD,I liked a @YouTube video https://t.co/T1AmdGPlIS Huge Newfoundland demands his freedom,75,Mon Jan 21 17:54:31 +0000 2019,{'amd'}
01-21-2019,AMD,@M7amd_bafadhl Netflix please,160,Mon Jan 21 17:54:42 +0000 2019,{'amd'}
01-21-2019,AMD,Exactly 2 years ago...@teamdwp we need another #photoshoot 🤔🤔🤔 #theincredibles ? Give me some suggestions guys @ Jamaica https://t.co/ShbpsSh1X2,4602,Mon Jan 21 17:59:13 +0000 2019,{'amd'}
01-21-2019,AMD,$TSLA buyer's remorse - the Supercharger bait and switch: https://t.co/MYGrlpBAMd,16609,Mon Jan 21 17:59:27 +0000 2019,{'amd'}
01-21-2019,AMD,@HaneesyaHanee be strong ok.. I know you can handle this right.. Anyway.. Im black too amd im proud of it.. Hahahah. So dont worry..,2485,Mon Jan 21 17:59:35 +0000 2019,{'amd'}
01-21-2019,AMD,"I uploaded a new episode, ""152: AMD can not let the Radeon VII fail"", on #spreaker #amd #intel #nvidia #souljaboy https://t.co/G6gLWFtfMh",210,Mon Jan 21 18:00:21 +0000 2019,{'amd'}
01-21-2019,AMD,"See you soon, Engr. @heinzdoofenkirt Bon Voyage!

#15thWheeling
#TeamDFLT https://t.co/ZOu12x0VKc",92,Mon Jan 21 18:00:35 +0000 2019,{'amd'}
