01-20-2019,AMD,"EP 55 of #BeyondTheBlastDoors is NOW #streaming
-How Long Has #AdamDriver Known the Fate of #KyloRen?
-New #StarWars #TIEFighter Focused Comic
-The Need for #EA Contract to End

To watch, just click the link https://t.co/FVVafCMuhN",380,Sun Jan 20 19:17:39 +0000 2019,{'amd'}
01-20-2019,AMD,"Alhamduillah 5 accepted Islam @ IIT/WhyIslam SoCal Dawah Booth Sat Jan 19,2019 https://t.co/UjG9NF32R8",191,Sun Jan 20 19:19:14 +0000 2019,{'amd'}
01-20-2019,AMD,i jad a dream i went to school amd it was KIND Like hogwarts but not quite and then i had a rocket launcher but it was cool,779,Sun Jan 20 19:19:32 +0000 2019,{'amd'}
01-20-2019,AMD,Found them cokewhore yoongi amd cow Jimin tweets while cleaning my gallery👺👺,247,Sun Jan 20 19:21:17 +0000 2019,{'amd'}
01-20-2019,AMD,"I would call on fidelity to fire that witch Sandmann, but honestly...Fidelity is already capitalist scum amd complicit in genocide.",253,Sun Jan 20 19:21:25 +0000 2019,{'amd'}
01-20-2019,AMD,Just posted a photo https://t.co/2AMdjrhJ5t,286,Sun Jan 20 19:24:40 +0000 2019,{'amd'}
01-20-2019,AMD,anyway i am going to focus on the reason why i’m even on twitter amd breathe ✨ https://t.co/mrkjT2MjGQ,1521,Sun Jan 20 19:25:25 +0000 2019,{'amd'}
01-20-2019,AMD,A wonder if people talk nicely about me amd Karim the way we talk about others,1022,Sun Jan 20 19:26:06 +0000 2019,{'amd'}
01-20-2019,AMD,GIGABYTE GA-78LMT-USB3 AMD Motherboard Combo w/ AMD FX 8120  3.1 - 3.4 GHz CPU https://t.co/CdhKbd1jZj,67,Sun Jan 20 19:26:41 +0000 2019,{'amd'}
01-20-2019,AMD,#NoWonderHesATrumpSupporter! #TeamDl https://t.co/5bT9E2Cbxo,452425,Sun Jan 20 19:26:49 +0000 2019,{'amd'}
01-20-2019,AMD,@iBeautifulDink yeah im wrong for miss reading something but u staying position how u single amd your not,223,Sun Jan 20 19:29:40 +0000 2019,{'amd'}
01-20-2019,AMD,"When life gets hard amd people try to count you out....take the mindset of Broner.
#lifequotes #life #positivevibes https://t.co/OvH4PtMmvY",194,Sun Jan 20 19:31:24 +0000 2019,{'amd'}
01-20-2019,AMD,"@gilliedakid is the older version of the old me. Unapologetically honest. Niggas riding the wave, but im 28 amd been rocking with the man since 15. Thatd that guy. 
#kingme",4386,Sun Jan 20 19:32:44 +0000 2019,{'amd'}
