01-20-2019,SNAP,People that post Snapchat videos driving by car accidents have to be the most ignorant and inconsiderate people in the world,582,Sun Jan 20 19:16:47 +0000 2019,{'snapchat'}
01-20-2019,SNAP,Weak as hell at @OnTheTopIts_1 snap story lmao,844,Sun Jan 20 19:16:49 +0000 2019,{'snap'}
01-20-2019,SNAP,"Stop going to front-face camera every time I open you, for the love of god Snapchat!!!!!!",60,Sun Jan 20 19:17:09 +0000 2019,{'snapchat'}
01-20-2019,SNAP,"@TheRealLilDred Soulja has a valid point, lemme snap on these SoundCloud rappers 😂😂😂",35281,Sun Jan 20 19:17:31 +0000 2019,{'snap'}
01-20-2019,SNAP,BITCH SHE DID NOT NEED TO SNAP THAT HARD https://t.co/vOICCKTDJL,541,Sun Jan 20 19:17:33 +0000 2019,{'snap'}
01-20-2019,SNAP,So someone that I met at a festival last year just messaged me on snap just to tell me that meeting me shined a light in his life and my heart is so full right now😭❤️,5203,Sun Jan 20 19:17:58 +0000 2019,{'snap'}
01-20-2019,SNAP,love when u snap back into action after a few months of being psycho and ur like !!!!! oh!damn! the bad bitch is back again !!!!!!!!!!!!,218,Sun Jan 20 19:18:04 +0000 2019,{'snap'}
01-20-2019,SNAP,"Snapchat is quickly becoming a marketers gold mine for your network marketing biz https://t.co/TiVwb9Omp0  #snapchat
#askdrmemo https://t.co/rBQJIjqyTf",8284,Sun Jan 20 19:18:19 +0000 2019,{'snapchat'}
01-20-2019,SNAP,Follow me on snap keeaubree,1157,Sun Jan 20 19:18:22 +0000 2019,{'snap'}
01-20-2019,SNAP,If u got time to open my snap you got time to send one too,419,Sun Jan 20 19:18:25 +0000 2019,{'snap'}
01-20-2019,SNAP,"So this rando added me on snap and kept messaging me “hi” “hello” “how r u” “how old are you” “can we become friends” and I left him on read every time bc I have a man but he gave 0 fucks. PSA to men: if she leaves you on read, leave her alone. Y’all weird.",374,Sun Jan 20 19:18:26 +0000 2019,{'snap'}
01-20-2019,SNAP,"Thank you for tipping for Snapchat Cumshow! 💚 https://t.co/mEkJ14yP5M

Click the ​link to get yours!",1542,Sun Jan 20 19:18:30 +0000 2019,{'snapchat'}
01-20-2019,SNAP,"I wanna delete all my social media except snap and twitter because mfs don’t debate on them. When I come on twitter mfs debating, when I go on Facebook mfs debating .. like damn that shit irritating",14094,Sun Jan 20 19:18:32 +0000 2019,{'snap'}
01-20-2019,SNAP,"Almost grabbed sixer of Sam Adams Cold Snap (good stuff), but, ooops, not this weekend. @Chiefs #ChampionshipSunday #AFCChampionship #ChiefsKindgom",1261,Sun Jan 20 19:18:32 +0000 2019,{'snap'}
01-20-2019,SNAP,everytime i see this girl snap it mad me wanna hurry up &amp; get me red 😩😍😍 her shit pretty asf,3256,Sun Jan 20 19:18:39 +0000 2019,{'snap'}
01-20-2019,SNAP,"Get yourself some goodies from me 👀 
I post cool stuff on my Snap and MVCrush so no matter what subscription you get,you won’t regret it😉(tip: get both for the best experience) 

Get any of them here 
https://t.co/7SjXdrTHdH 

You can also get Snap directlly from me(CirclePay) https://t.co/lwcRUG2teQ",3635,Sun Jan 20 19:18:44 +0000 2019,{'snap'}
01-20-2019,SNAP,"The brisk air makes my nipples so hard, wanna see 👀, join my snapchat https://t.co/YmC461zhS1 https://t.co/CKvzxhfxqr",64560,Sun Jan 20 19:18:55 +0000 2019,{'snapchat'}
01-20-2019,SNAP,Highlight of the night was Adrian telling me to Snapchat him drinking grape soda but he was making faces like it was booze 😂,430,Sun Jan 20 19:19:01 +0000 2019,{'snapchat'}
01-20-2019,SNAP,*insert Thanos snap here* https://t.co/DdBanKF774,600,Sun Jan 20 19:19:02 +0000 2019,{'snap'}
01-20-2019,SNAP,We are going to show our grandchildren old pictures of us and they’re gonna have snapchat captions in them,654,Sun Jan 20 19:19:05 +0000 2019,{'snapchat'}
01-20-2019,SNAP,wish i could snap my fingers and my edges will appear back on my head. 😔,160,Sun Jan 20 19:19:08 +0000 2019,{'snap'}
01-20-2019,SNAP,have you ever looked at someone’s snap story and could automatically smell the stank radiating off of them....,979,Sun Jan 20 19:19:15 +0000 2019,{'snap'}
01-20-2019,SNAP,My mom sent me a snap of her eating menudo &amp; saying “aquí estuvieras pero te freseas cachetona”🤣😢,158,Sun Jan 20 19:19:18 +0000 2019,{'snap'}
01-20-2019,SNAP,Ladies why make yourself available on tinder and Snapchat AND Instagram when clearly you talk about no guy is ready for you and ur not interested?! That’s just pride and a bad ego getting in the way smh 🤦🏽‍♂️,365,Sun Jan 20 19:19:24 +0000 2019,{'snapchat'}
