01-20-2019,GOOG,Notifications didn’t get sent out once again through YouTube but I managed to gain a lot of new subs and 1.2k views ❤️ thank you ☺️,1078,Sun Jan 20 19:16:44 +0000 2019,{'youtube'}
01-20-2019,GOOG,"Rag'n'Bone Man - Human (Official Video) - YouTube wicked track, respect to you Sir ⁦@RagNBoneManUK⁩ x 💋 https://t.co/q8xAWVRy7V",12327,Sun Jan 20 19:16:51 +0000 2019,{'youtube'}
01-20-2019,GOOG,"Spotify, Apple Music &amp; YouTube, STOP STREAMING AND SELLING R. KELLY'S MUSIC!!!! https://t.co/BEa3905HLb via @Change",3958,Sun Jan 20 19:16:52 +0000 2019,{'youtube'}
01-20-2019,GOOG,"I googled lots of #occult stuff and now the internet thinks I'm actually a #witch. Neat compliment, but I'm actually an aspiritual heathen, Google. Put that in my file. 

#amwriting #horror #psychic",434,Sun Jan 20 19:16:53 +0000 2019,{'google'}
01-20-2019,GOOG,I literally love binge watching @nikidemar and @gabcake youtube videos ❤❤,107,Sun Jan 20 19:17:01 +0000 2019,{'youtube'}
01-20-2019,GOOG,"Social Media Roundup: Post On Multiple Instagram Accounts, Upcoming WhatsApp Feature, YouTube Update https://t.co/2O3FuKhs9c
 #socialmedia",849,Sun Jan 20 19:17:05 +0000 2019,{'youtube'}
01-20-2019,GOOG,I'm live streaming on @YouTube. Come watch: https://t.co/tQ9RS7gqzI,646,Sun Jan 20 19:17:11 +0000 2019,{'youtube'}
01-20-2019,GOOG,"Get your song a cool lyric video!! Hit me up today! Let’s work niyibernard@gmail.com , 07034400531 https://t.co/zKeUGCUSAU",3840,Sun Jan 20 19:17:13 +0000 2019,{'gmail'}
01-20-2019,GOOG,"Join @TheFantasyExec &amp; @sportsrage for #AFCChampionshipGame insanity on YouTube chat before/during the game! Gabe has bet the ranch on #ChampionshipSunday. It will either be a train wreck or a party! #Saints #Rams

Listen: https://t.co/wBynZBEJ9q

Watch: https://t.co/bJmhMWr5MM https://t.co/9UlvOP3s9C",5022,Sun Jan 20 19:17:15 +0000 2019,{'youtube'}
01-20-2019,GOOG,Ik vind een @YouTube-video leuk: https://t.co/A8uEnNV3ob VW Golf GTI CLUBSPORT REVIEW POV Test Drive by AutoTopNL,60,Sun Jan 20 19:17:18 +0000 2019,{'youtube'}
01-20-2019,GOOG,USA Traffic and Google Keyword Planner can make You RICH – YouTube SEO Tips and Tricks YTAdvise https://t.co/EghdkZSrPl https://t.co/dNo8NnaIAB,203,Sun Jan 20 19:17:19 +0000 2019,"{'youtube', 'google'}"
01-20-2019,GOOG,"New tumblr post: ""Reading Head Start Review - Reading Program..."" https://t.co/NJVz47FBcl YouTube, seo, making money, internet marketing, affiliate marketing, video marketing",140,Sun Jan 20 19:17:22 +0000 2019,{'youtube'}
01-20-2019,GOOG,"Spotify, Apple Music &amp; YouTube, STOP STREAMING AND SELLING R. KELLY'S MUSIC!!!! - Sign the Petition! https://t.co/PhNLDtIcxn via @UKChange",112,Sun Jan 20 19:17:30 +0000 2019,{'youtube'}
01-20-2019,GOOG,I was describing @Gran_Fuma 's latest project to my coworker and tell me why YOUTUBE IS SPYING ON ME LOL https://t.co/vMTQgoN5iJ,545,Sun Jan 20 19:17:30 +0000 2019,{'youtube'}
01-20-2019,GOOG,Look video with you ) video with you. Find in google: sirayakatyalil — what does this mean https://t.co/cfRBvPQ3Xd,3689,Sun Jan 20 19:17:32 +0000 2019,{'google'}
01-20-2019,GOOG,"New Video Alert!!

Interested making money online with Affiliate Marketing?
.
Watch my lastest YouTube video to learn how. Visit the link in my bio to check it out… https://t.co/HjSVeNGNWq",3503,Sun Jan 20 19:17:34 +0000 2019,{'youtube'}
01-20-2019,GOOG,"People on social networks, on the day of a tragedy - Anthony Jeselnik https://t.co/hpsB5PyoUM vía @YouTube

🧨",264,Sun Jan 20 19:17:40 +0000 2019,{'youtube'}
01-20-2019,GOOG,Ik vind een @YouTube-video leuk: https://t.co/ufphC5FzjM Exilium ft. Sebastian Hansson - All For You [Free Release],75,Sun Jan 20 19:17:43 +0000 2019,{'youtube'}
01-20-2019,GOOG,"https://t.co/zyxEBsQSf2
Saw this on @YouTube I support the blue but sometimes they just piss me off when they have no regard for the law or your rights.",66,Sun Jan 20 19:17:44 +0000 2019,{'youtube'}
01-20-2019,GOOG,"I love making videos! Check out the latest one I uploaded to the How to Automotive YouTube channel. https://t.co/SgLzTJDfKE

#YouTube #YouTubeChannel #YouTubeMechanic #YouTubeVideo… https://t.co/59w9a2gNVi",646,Sun Jan 20 19:17:46 +0000 2019,{'youtube'}
01-20-2019,GOOG,I saved a @YouTube playlist https://t.co/n96diZCSth Mix - Old Friend - The Walking Dead The,1853,Sun Jan 20 19:17:48 +0000 2019,{'youtube'}
01-20-2019,GOOG,I can only imagine how hard it is for Vine stars who didn’t successfully transition to Youtube 😔,139,Sun Jan 20 19:17:49 +0000 2019,{'youtube'}
01-20-2019,GOOG,eBay Has a New YouTube Channel! Be Inspired! #channelyoutube #ebayyoutube https://t.co/xhjb12UcCb https://t.co/BMVsau5ETJ,6245,Sun Jan 20 19:17:51 +0000 2019,{'youtube'}
01-20-2019,GOOG,are you sure about this google? https://t.co/ugEj1OVAU8,80,Sun Jan 20 19:17:51 +0000 2019,{'google'}
01-20-2019,GOOG,how to increase google page rank https://t.co/opFAOclP8m,238,Sun Jan 20 19:17:53 +0000 2019,{'google'}
01-20-2019,GOOG,#LaurenJauregui #BestSoloBreakout #iHeartAwards watch More Than That on @YouTube https://t.co/hkhc28Q07o,289,Sun Jan 20 19:17:53 +0000 2019,{'youtube'}
01-20-2019,GOOG,"23 Strategies to Improve Your Website Traffic, Google Page Rank and Alexa Ratings https://t.co/NgcwHhbEJY",238,Sun Jan 20 19:17:54 +0000 2019,{'google'}
01-20-2019,GOOG,All I wanted for Christmas... was fucking Chiraq on iTunes so i don’t hafta YouTube it but nahhhh 😂,73338,Sun Jan 20 19:17:55 +0000 2019,{'youtube'}
01-20-2019,GOOG,@UffieUfficial may we please have this song? i can’t get it out of my head since i found this clip on youtube. i can’t wait to blast it in my car 🎶🎵you’re the one that i keep dreaming of🎶Uffie hard 2017 https://t.co/2up71CIwL6 via @YouTube,98,Sun Jan 20 19:18:01 +0000 2019,{'youtube'}
01-20-2019,GOOG,"Google Maps will now help drivers stay within speed limits, avoid speed traps: Google Maps will now start showing speed limits and speed camera locations, so that drivers will not be flagged for speeding tickets. The new features arrive to the app years… https://t.co/r9ztUoEoyd https://t.co/jmgwn0QMmF",1554,Sun Jan 20 19:18:06 +0000 2019,{'google'}
01-20-2019,GOOG,Through all of life’s twists and turns who has been there for you? video with you. Find in google: sirayakatyalil — what https://t.co/GiKeurFTQq,1503,Sun Jan 20 19:18:09 +0000 2019,{'google'}
01-20-2019,GOOG,does anyone have that 'kill all the gays' rap song? its not on youtube anymore,763,Sun Jan 20 19:18:11 +0000 2019,{'youtube'}
01-20-2019,GOOG,People Can Submit URLs to Google for Indexing https://t.co/uYW2wjgjsQ #Google #Indexing,26102,Sun Jan 20 19:18:12 +0000 2019,{'google'}
